sku_id,on_hand_units,on_order_units,lead_time_days,lead_time_demand,forward_demand,projected_stock_at_lead_time,stockout_risk,overstock_risk,quadrant,recommended_action,sales_at_risk_value,capital_locked_value,value_at_stake,sku_name_x,category_x,sku_name_y,category_y
SKU02056,105.0,0.0,14.0,9.88,54.7,95.12,0.0,0.613,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44207.18,44207.18,PremiumSelect Kids Wear 2kg,Apparel & Footwear,PremiumSelect Kids Wear 2kg,Apparel & Footwear
SKU01683,249.0,0.0,14.0,23.61,131.5,225.39,0.0,0.596,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44151.38,44151.38,QuickBite First Aid Pack of 6,Health & Wellness,QuickBite First Aid Pack of 6,Health & Wellness
SKU04339,12.0,0.0,14.0,40.76,185.1,-28.76,0.706,0.0,Reorder now,Raise a replenishment order before stock runs out.,44127.2,0.0,44127.2,NovaFresh First Aid Small,Health & Wellness,NovaFresh First Aid Small,Health & Wellness
SKU03551,421.0,0.0,14.0,8.18,50.88,412.82,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44080.86,44080.86,CleanWave Tea 100g,Beverages,CleanWave Tea 100g,Beverages
SKU00763,202.0,0.0,14.0,7.11,45.01,194.89,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44047.7,44047.7,HomeStyle Bath & Body 250ml,Personal Care,HomeStyle Bath & Body 250ml,Personal Care
SKU04731,716.0,0.0,14.0,10.22,58.61,705.78,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44025.14,44025.14,SoftTouch Hair Care Pack of 6,Personal Care,SoftTouch Hair Care Pack of 6,Personal Care
SKU02175,88.0,0.0,14.0,6.88,45.97,81.12,0.0,0.609,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44016.0,44016.0,SmartBuy Batteries Large,Electronics & Accessories,SmartBuy Batteries Large,Electronics & Accessories
SKU03954,262.0,0.0,14.0,16.53,88.05,245.47,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44008.44,44008.44,CrispKing Spices & Seasoning 250g,Grocery,CrispKing Spices & Seasoning 250g,Grocery
SKU01213,198.0,0.0,14.0,8.07,49.52,189.93,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,44004.66,44004.66,MetroBrand Bath & Body Family Pack,Personal Care,MetroBrand Bath & Body Family Pack,Personal Care
SKU00644,162.0,0.0,14.0,16.75,91.4,145.25,0.0,0.515,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43995.18,43995.18,ZestyCo Footwear 2L,Apparel & Footwear,ZestyCo Footwear 2L,Apparel & Footwear
SKU01273,186.0,0.0,14.0,12.45,71.05,173.55,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43965.62,43965.62,FamilyChoice Vitamins & Supplements 500g,Health & Wellness,FamilyChoice Vitamins & Supplements 500g,Health & Wellness
SKU01987,11.0,0.0,14.0,51.71,250.87,-40.71,0.787,0.0,Reorder now,Raise a replenishment order before stock runs out.,43887.98,0.0,43887.98,NovaFresh Ice Cream Medium,Frozen Foods,NovaFresh Ice Cream Medium,Frozen Foods
SKU00643,268.0,0.0,14.0,32.08,140.94,235.92,0.0,0.601,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43767.72,43767.72,ZestyCo Batteries 500ml,Electronics & Accessories,ZestyCo Batteries 500ml,Electronics & Accessories
SKU02530,206.0,0.0,14.0,13.22,73.82,192.78,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43748.77,43748.77,SparkleClean Hair Care Pack of 12,Personal Care,SparkleClean Hair Care Pack of 12,Personal Care
SKU01772,266.0,0.0,14.0,7.35,46.2,258.65,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43745.9,43745.9,NovaFresh Frozen Meat Large,Frozen Foods,NovaFresh Frozen Meat Large,Frozen Foods
SKU04022,319.0,0.0,14.0,9.2,55.47,309.8,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43743.62,43743.62,TrueTaste Eggs Medium,Dairy & Bakery,TrueTaste Eggs Medium,Dairy & Bakery
SKU04593,460.0,0.0,14.0,14.31,76.23,445.69,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43723.18,43723.18,PurePlus Surface Cleaners Large,Home Care,PurePlus Surface Cleaners Large,Home Care
SKU00398,179.0,0.0,14.0,12.17,69.55,166.83,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43609.88,43609.88,PremiumSelect Vitamins & Supplements Family Pack,Health & Wellness,PremiumSelect Vitamins & Supplements Family Pack,Health & Wellness
SKU00130,225.0,0.0,14.0,8.8,51.96,216.2,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43603.14,43603.14,PremiumSelect Pulses & Lentils 250ml,Grocery,PremiumSelect Pulses & Lentils 250ml,Grocery
SKU00616,78.0,0.0,14.0,8.41,53.32,69.59,0.0,0.309,Healthy,No restock needed; inventory position is healthy.,0.0,43516.6,43516.6,HealthFirst Kids Wear 2kg,Apparel & Footwear,HealthFirst Kids Wear 2kg,Apparel & Footwear
SKU03797,216.0,0.0,14.0,8.24,50.42,207.76,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43364.63,43364.63,PremiumSelect Rice & Grains Small,Grocery,PremiumSelect Rice & Grains Small,Grocery
SKU00912,164.0,0.0,14.0,26.6,117.98,137.4,0.0,0.26,Healthy,No restock needed; inventory position is healthy.,0.0,43330.34,43330.34,CleanWave Small Appliances 2L,Electronics & Accessories,CleanWave Small Appliances 2L,Electronics & Accessories
SKU02156,490.0,0.0,14.0,16.44,102.92,473.56,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43221.04,43221.04,CleanWave Juices Family Pack,Beverages,CleanWave Juices Family Pack,Beverages
SKU03762,419.0,0.0,14.0,12.58,71.53,406.42,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,43079.75,43079.75,SunriseFoods Writing Instruments 500g,Stationery & Office,SunriseFoods Writing Instruments 500g,Stationery & Office
SKU02917,125.0,0.0,14.0,10.86,63.23,114.14,0.0,0.651,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42886.61,42886.61,HealthFirst Men's Wear 250g,Apparel & Footwear,HealthFirst Men's Wear 250g,Apparel & Footwear
SKU03227,253.0,0.0,14.0,10.49,58.99,242.51,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42872.77,42872.77,CleanWave Frozen Vegetables 250ml,Frozen Foods,CleanWave Frozen Vegetables 250ml,Frozen Foods
SKU01682,336.0,0.0,14.0,15.81,95.65,320.19,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42821.51,42821.51,EliteHome Notebooks Medium,Stationery & Office,EliteHome Notebooks Medium,Stationery & Office
SKU02024,147.0,0.0,14.0,18.93,99.54,128.07,0.0,0.318,Healthy,No restock needed; inventory position is healthy.,0.0,42712.69,42712.69,SunriseFoods Women's Wear 500g,Apparel & Footwear,SunriseFoods Women's Wear 500g,Apparel & Footwear
SKU00299,115.0,0.0,14.0,7.26,49.23,107.74,0.0,0.891,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42637.79,42637.79,PrimeCare Frozen Meat Small,Frozen Foods,PrimeCare Frozen Meat Small,Frozen Foods
SKU00607,73.0,0.0,14.0,8.2,49.99,64.8,0.0,0.307,Healthy,No restock needed; inventory position is healthy.,0.0,42550.87,42550.87,UrbanBite Mobile Accessories 100g,Electronics & Accessories,UrbanBite Mobile Accessories 100g,Electronics & Accessories
SKU00972,315.0,0.0,14.0,8.7,50.03,306.3,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42461.65,42461.65,SmartBuy Tea Pack of 6,Beverages,SmartBuy Tea Pack of 6,Beverages
SKU04436,133.0,0.0,14.0,9.63,53.98,123.37,0.0,0.976,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42409.98,42409.98,BasicNeeds Vitamins & Supplements 100g,Health & Wellness,BasicNeeds Vitamins & Supplements 100g,Health & Wellness
SKU01931,110.0,0.0,14.0,12.82,66.5,97.18,0.0,0.436,Healthy,No restock needed; inventory position is healthy.,0.0,42184.04,42184.04,PrimeCare Women's Wear 250g,Apparel & Footwear,PrimeCare Women's Wear 250g,Apparel & Footwear
SKU03267,328.0,0.0,14.0,7.25,45.1,320.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42171.67,42171.67,EliteHome First Aid 1kg,Health & Wellness,EliteHome First Aid 1kg,Health & Wellness
SKU04699,469.0,0.0,14.0,9.82,60.58,459.18,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42132.19,42132.19,UrbanBite Tea 250g,Beverages,UrbanBite Tea 250g,Beverages
SKU01632,199.0,0.0,14.0,7.01,45.77,191.99,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42109.43,42109.43,NatureBlend Skin Care Pack of 12,Personal Care,NatureBlend Skin Care Pack of 12,Personal Care
SKU01689,422.0,0.0,14.0,10.16,60.25,411.84,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,42089.4,42089.4,GoldenHarvest Chips & Crisps 100g,Snacks & Confectionery,GoldenHarvest Chips & Crisps 100g,Snacks & Confectionery
SKU04251,353.0,0.0,14.0,7.63,49.77,345.37,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41918.74,41918.74,DailyBest Oral Care 250ml,Personal Care,DailyBest Oral Care 250ml,Personal Care
SKU04467,325.0,0.0,14.0,24.93,105.35,300.07,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41906.17,41906.17,HealthFirst Butter & Ghee 100g,Dairy & Bakery,HealthFirst Butter & Ghee 100g,Dairy & Bakery
SKU02058,166.0,0.0,14.0,9.68,54.0,156.32,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41848.79,41848.79,PremiumSelect Cookware Family Pack,Home & Kitchen,PremiumSelect Cookware Family Pack,Home & Kitchen
SKU02264,154.0,0.0,14.0,7.18,45.3,146.82,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41828.97,41828.97,SoftTouch Vitamins & Supplements 250g,Health & Wellness,SoftTouch Vitamins & Supplements 250g,Health & Wellness
SKU01986,75.0,0.0,14.0,7.83,49.43,67.17,0.0,0.345,Healthy,No restock needed; inventory position is healthy.,0.0,41824.9,41824.9,CrispKing Batteries 500ml,Electronics & Accessories,CrispKing Batteries 500ml,Electronics & Accessories
SKU03358,79.0,0.0,14.0,7.34,45.27,71.66,0.0,0.497,Healthy,No restock needed; inventory position is healthy.,0.0,41773.18,41773.18,SmartBuy Kids Wear Small,Apparel & Footwear,SmartBuy Kids Wear Small,Apparel & Footwear
SKU01076,370.0,0.0,14.0,8.99,53.95,361.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41756.14,41756.14,FreshFarm Office Supplies Family Pack,Stationery & Office,FreshFarm Office Supplies Family Pack,Stationery & Office
SKU04553,243.0,0.0,14.0,7.01,44.88,235.99,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41740.16,41740.16,NutriPlus Frozen Meat 500ml,Frozen Foods,NutriPlus Frozen Meat 500ml,Frozen Foods
SKU01945,306.0,0.0,14.0,7.86,46.67,298.14,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41733.5,41733.5,EliteHome Energy Drinks Large,Beverages,EliteHome Energy Drinks Large,Beverages
SKU00326,162.0,0.0,14.0,23.99,110.17,138.01,0.0,0.314,Healthy,No restock needed; inventory position is healthy.,0.0,41729.98,41729.98,GreenValley Kids Wear 500ml,Apparel & Footwear,GreenValley Kids Wear 500ml,Apparel & Footwear
SKU04378,312.0,0.0,14.0,11.68,63.15,300.32,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41716.62,41716.62,NovaFresh Tea 2kg,Beverages,NovaFresh Tea 2kg,Beverages
SKU03430,203.0,0.0,14.0,6.98,46.08,196.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41672.98,41672.98,PremiumSelect Flour & Atta 250g,Grocery,PremiumSelect Flour & Atta 250g,Grocery
SKU04893,162.0,0.0,14.0,12.34,73.3,149.66,0.0,0.807,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41596.63,41596.63,ValueChoice Hair Care Family Pack,Personal Care,ValueChoice Hair Care Family Pack,Personal Care
SKU04523,447.0,0.0,14.0,10.25,60.85,436.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41475.93,41475.93,HomeStyle Candy 2L,Snacks & Confectionery,HomeStyle Candy 2L,Snacks & Confectionery
SKU03317,187.0,0.0,14.0,7.27,45.4,179.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41453.41,41453.41,CrispKing Frozen Meat Small,Frozen Foods,CrispKing Frozen Meat Small,Frozen Foods
SKU00067,204.0,0.0,14.0,8.06,52.41,195.94,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41398.39,41398.39,EliteHome Spices & Seasoning 250ml,Grocery,EliteHome Spices & Seasoning 250ml,Grocery
SKU02757,380.0,0.0,14.0,8.3,48.22,371.7,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41382.89,41382.89,EverydayPlus OTC Medicine 500g,Health & Wellness,EverydayPlus OTC Medicine 500g,Health & Wellness
SKU03764,123.0,0.0,14.0,7.5,47.27,115.5,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41382.57,41382.57,FreshFarm Frozen Vegetables 1kg,Frozen Foods,FreshFarm Frozen Vegetables 1kg,Frozen Foods
SKU02115,713.0,0.0,14.0,8.06,49.36,704.94,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41311.77,41311.77,ZestyCo Tea 250ml,Beverages,ZestyCo Tea 250ml,Beverages
SKU02679,136.0,0.0,14.0,8.14,51.14,127.86,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41302.42,41302.42,MetroBrand First Aid Small,Health & Wellness,MetroBrand First Aid Small,Health & Wellness
SKU02148,301.0,0.0,14.0,13.85,70.75,287.15,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41164.59,41164.59,SmartBuy Dishwashing 500ml,Home Care,SmartBuy Dishwashing 500ml,Home Care
SKU04221,181.0,0.0,14.0,9.15,61.46,171.85,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41162.95,41162.95,PurePlus Frozen Meat Large,Frozen Foods,PurePlus Frozen Meat Large,Frozen Foods
SKU02516,271.0,0.0,14.0,23.83,123.9,247.17,0.0,0.791,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41159.13,41159.13,MetroBrand Frozen Meat 250g,Frozen Foods,MetroBrand Frozen Meat 250g,Frozen Foods
SKU03324,96.0,0.0,14.0,9.24,54.69,86.76,0.0,0.504,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41109.85,41109.85,NovaFresh Storage & Containers 250ml,Home & Kitchen,NovaFresh Storage & Containers 250ml,Home & Kitchen
SKU02110,297.0,0.0,14.0,7.47,46.7,289.53,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41101.85,41101.85,GreenValley Notebooks Medium,Stationery & Office,GreenValley Notebooks Medium,Stationery & Office
SKU03600,143.0,0.0,14.0,7.19,46.64,135.81,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,41045.1,41045.1,CrispKing Storage & Containers 2L,Home & Kitchen,CrispKing Storage & Containers 2L,Home & Kitchen
SKU00117,278.0,0.0,14.0,12.61,73.15,265.39,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40963.73,40963.73,ZestyCo Surface Cleaners Pack of 6,Home Care,ZestyCo Surface Cleaners Pack of 6,Home Care
SKU03194,217.0,0.0,14.0,23.15,117.83,193.85,0.0,0.561,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40921.11,40921.11,ZestyCo OTC Medicine Pack of 12,Health & Wellness,ZestyCo OTC Medicine Pack of 12,Health & Wellness
SKU01662,0.0,0.0,14.0,82.51,314.68,-82.51,1.0,0.0,Reorder now,Raise a replenishment order before stock runs out.,40909.32,0.0,40909.32,FamilyChoice OTC Medicine Medium,Health & Wellness,FamilyChoice OTC Medicine Medium,Health & Wellness
SKU02937,465.0,0.0,14.0,13.09,77.25,451.91,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40895.9,40895.9,SparkleClean Namkeen Pack of 12,Snacks & Confectionery,SparkleClean Namkeen Pack of 12,Snacks & Confectionery
SKU01974,135.0,0.0,14.0,11.05,68.04,123.95,0.0,0.656,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40838.02,40838.02,PrimeCare First Aid 1kg,Health & Wellness,PrimeCare First Aid 1kg,Health & Wellness
SKU03422,190.0,0.0,14.0,24.08,141.62,165.92,0.0,0.228,Healthy,No restock needed; inventory position is healthy.,0.0,40809.94,40809.94,MetroBrand Cookware 250g,Home & Kitchen,MetroBrand Cookware 250g,Home & Kitchen
SKU02617,141.0,0.0,14.0,13.83,70.65,127.17,0.0,0.664,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40754.62,40754.62,PrimeCare Men's Grooming 250g,Personal Care,PrimeCare Men's Grooming 250g,Personal Care
SKU01637,329.0,0.0,14.0,9.46,56.06,319.54,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40717.47,40717.47,ValueChoice Namkeen 250g,Snacks & Confectionery,ValueChoice Namkeen 250g,Snacks & Confectionery
SKU03180,256.0,0.0,14.0,14.02,80.18,241.98,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40623.07,40623.07,GoldenHarvest Writing Instruments 1L,Stationery & Office,GoldenHarvest Writing Instruments 1L,Stationery & Office
SKU04238,268.0,0.0,14.0,9.63,61.28,258.37,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40611.97,40611.97,SunriseFoods Sugar & Salt 100g,Grocery,SunriseFoods Sugar & Salt 100g,Grocery
SKU00973,466.0,0.0,14.0,7.09,45.84,458.91,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40595.7,40595.7,GoldenHarvest Eggs 500g,Dairy & Bakery,GoldenHarvest Eggs 500g,Dairy & Bakery
SKU00246,128.0,0.0,14.0,14.13,76.1,113.87,0.0,0.455,Healthy,No restock needed; inventory position is healthy.,0.0,40494.22,40494.22,CleanWave Cookware Medium,Home & Kitchen,CleanWave Cookware Medium,Home & Kitchen
SKU00800,311.0,0.0,14.0,6.98,44.92,304.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40449.95,40449.95,PureLife Bread Small,Dairy & Bakery,PureLife Bread Small,Dairy & Bakery
SKU02173,216.0,0.0,14.0,12.98,75.82,203.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40433.6,40433.6,NovaFresh Men's Grooming 250ml,Personal Care,NovaFresh Men's Grooming 250ml,Personal Care
SKU00629,284.0,0.0,14.0,7.16,45.57,276.84,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40421.53,40421.53,FreshFarm Eggs 1L,Dairy & Bakery,FreshFarm Eggs 1L,Dairy & Bakery
SKU00811,519.0,0.0,14.0,8.0,52.31,511.0,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40349.86,40349.86,TrueTaste Juices Pack of 12,Beverages,TrueTaste Juices Pack of 12,Beverages
SKU02030,222.0,0.0,14.0,10.32,61.52,211.68,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40338.0,40338.0,SparkleClean Dishwashing Pack of 6,Home Care,SparkleClean Dishwashing Pack of 6,Home Care
SKU01523,254.0,0.0,14.0,12.28,66.33,241.72,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40337.84,40337.84,SmartBuy Butter & Ghee 2kg,Dairy & Bakery,SmartBuy Butter & Ghee 2kg,Dairy & Bakery
SKU03335,193.0,0.0,14.0,8.91,52.35,184.09,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40270.41,40270.41,ZestyCo Skin Care 2L,Personal Care,ZestyCo Skin Care 2L,Personal Care
SKU01025,472.0,0.0,14.0,7.27,47.01,464.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40229.08,40229.08,DailyBest Cooking Oil 1kg,Grocery,DailyBest Cooking Oil 1kg,Grocery
SKU01629,686.0,0.0,14.0,19.0,88.46,667.0,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40214.65,40214.65,NatureBlend Milk 2L,Dairy & Bakery,NatureBlend Milk 2L,Dairy & Bakery
SKU03087,236.0,0.0,14.0,6.66,49.14,229.34,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40141.66,40141.66,NatureBlend Men's Grooming Family Pack,Personal Care,NatureBlend Men's Grooming Family Pack,Personal Care
SKU01619,315.0,0.0,14.0,7.84,48.83,307.16,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40064.5,40064.5,CleanWave Flour & Atta 2L,Grocery,CleanWave Flour & Atta 2L,Grocery
SKU04613,359.0,0.0,14.0,11.77,66.35,347.23,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40046.2,40046.2,NutriPlus Energy Drinks Pack of 12,Beverages,NutriPlus Energy Drinks Pack of 12,Beverages
SKU04126,63.0,0.0,14.0,87.3,324.54,-24.3,0.278,0.0,Healthy,No restock needed; inventory position is healthy.,40023.99,0.0,40023.99,CrispKing Kids Wear Medium,Apparel & Footwear,CrispKing Kids Wear Medium,Apparel & Footwear
SKU03463,119.0,0.0,14.0,7.27,45.23,111.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,40010.89,40010.89,TrueTaste First Aid 2L,Health & Wellness,TrueTaste First Aid 2L,Health & Wellness
SKU03101,296.0,0.0,14.0,7.07,45.36,288.93,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39920.21,39920.21,CrispKing Bath & Body 1L,Personal Care,CrispKing Bath & Body 1L,Personal Care
SKU01647,280.0,0.0,14.0,10.12,60.32,269.88,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39911.39,39911.39,EverydayPlus Notebooks Large,Stationery & Office,EverydayPlus Notebooks Large,Stationery & Office
SKU00951,191.0,0.0,14.0,10.4,59.82,180.6,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39910.05,39910.05,FamilyChoice Dishwashing Large,Home Care,FamilyChoice Dishwashing Large,Home Care
SKU04013,161.0,0.0,14.0,6.86,45.83,154.14,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39864.24,39864.24,GoldenHarvest Ice Cream 1kg,Frozen Foods,GoldenHarvest Ice Cream 1kg,Frozen Foods
SKU00926,275.0,0.0,14.0,15.17,80.47,259.83,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39792.03,39792.03,NutriPlus Soft Drinks 1L,Beverages,NutriPlus Soft Drinks 1L,Beverages
SKU00630,87.0,0.0,14.0,8.37,50.87,78.63,0.0,0.474,Healthy,No restock needed; inventory position is healthy.,0.0,39703.55,39703.55,SmartBuy Cookware Pack of 6,Home & Kitchen,SmartBuy Cookware Pack of 6,Home & Kitchen
SKU03410,176.0,0.0,14.0,10.58,60.68,165.42,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39690.72,39690.72,SparkleClean Air Fresheners Large,Home Care,SparkleClean Air Fresheners Large,Home Care
SKU00273,204.0,0.0,14.0,7.89,50.05,196.11,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39522.49,39522.49,FamilyChoice Men's Wear 250ml,Apparel & Footwear,FamilyChoice Men's Wear 250ml,Apparel & Footwear
SKU01899,152.0,0.0,14.0,10.23,57.38,141.77,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39454.63,39454.63,GreenValley Footwear 250ml,Apparel & Footwear,GreenValley Footwear 250ml,Apparel & Footwear
SKU03937,440.0,0.0,14.0,33.26,167.65,406.74,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39444.25,39444.25,EverydayPlus Eggs 1L,Dairy & Bakery,EverydayPlus Eggs 1L,Dairy & Bakery
SKU03570,376.0,0.0,14.0,9.01,53.27,366.99,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39356.58,39356.58,GreenValley Eggs 250g,Dairy & Bakery,GreenValley Eggs 250g,Dairy & Bakery
SKU04774,226.0,0.0,14.0,10.03,56.67,215.97,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39349.53,39349.53,EliteHome Mobile Accessories 500ml,Electronics & Accessories,EliteHome Mobile Accessories 500ml,Electronics & Accessories
SKU00617,107.0,0.0,14.0,9.3,54.88,97.7,0.0,0.633,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39310.31,39310.31,NatureBlend Vitamins & Supplements Small,Health & Wellness,NatureBlend Vitamins & Supplements Small,Health & Wellness
SKU00093,276.0,0.0,14.0,7.29,46.36,268.71,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39284.45,39284.45,ValueChoice Energy Drinks 2kg,Beverages,ValueChoice Energy Drinks 2kg,Beverages
SKU02289,121.0,0.0,14.0,9.1,54.61,111.9,0.0,0.81,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39274.16,39274.16,ValueChoice Storage & Containers Family Pack,Home & Kitchen,ValueChoice Storage & Containers Family Pack,Home & Kitchen
SKU00460,125.0,0.0,14.0,14.21,82.71,110.79,0.0,0.341,Healthy,No restock needed; inventory position is healthy.,0.0,39258.08,39258.08,NovaFresh Cookware 1kg,Home & Kitchen,NovaFresh Cookware 1kg,Home & Kitchen
SKU02587,158.0,0.0,14.0,7.18,45.04,150.82,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39257.35,39257.35,SoftTouch Frozen Vegetables 1L,Frozen Foods,SoftTouch Frozen Vegetables 1L,Frozen Foods
SKU00047,291.0,0.0,14.0,9.5,54.09,281.5,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39237.54,39237.54,NutriPlus Men's Grooming 1L,Personal Care,NutriPlus Men's Grooming 1L,Personal Care
SKU03995,353.0,0.0,14.0,11.46,62.49,341.54,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39230.96,39230.96,NutriPlus Coffee 250ml,Beverages,NutriPlus Coffee 250ml,Beverages
SKU01595,510.0,0.0,14.0,31.96,171.88,478.04,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39144.13,39144.13,EliteHome Candy 2kg,Snacks & Confectionery,EliteHome Candy 2kg,Snacks & Confectionery
SKU00419,143.0,0.0,14.0,8.76,43.07,134.24,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,39115.43,39115.43,NatureBlend Vitamins & Supplements 1kg,Health & Wellness,NatureBlend Vitamins & Supplements 1kg,Health & Wellness
